"","contig","length"
"26159","D300063:bin_000042@contig_00032468",6317
"26160","D300063:bin_000042@contig_00032515",1898
"26161","D300063:bin_000042@contig_00032846",3339
"26162","D300063:bin_000042@contig_00033281",10232
"26163","D300063:bin_000042@contig_00033381",1992
"26164","D300063:bin_000042@contig_00033435",2797
"26165","D300063:bin_000042@contig_00033513",2800
"26166","D300063:bin_000042@contig_00033609",2020
"26167","D300063:bin_000042@contig_00034272",3647
"26168","D300063:bin_000042@contig_00034316",3823
"26169","D300063:bin_000042@contig_00034419",2568
"26170","D300063:bin_000042@contig_00034450",3853
"26171","D300063:bin_000042@contig_00034515",3076
"26172","D300063:bin_000042@contig_00034708",10147
"26173","D300063:bin_000042@contig_00034968",13007
"26174","D300063:bin_000042@contig_00035174",10613
"26175","D300063:bin_000042@contig_00035277",4908
"26176","D300063:bin_000042@contig_00035340",11282
"26177","D300063:bin_000042@contig_00036768",21474
"26178","D300063:bin_000042@contig_00036952",3643
"26179","D300063:bin_000042@contig_00037007",3764
"26180","D300063:bin_000042@contig_00037704",11643
"26181","D300063:bin_000042@contig_00037718",21516
"26182","D300063:bin_000042@contig_00038374",3931
"26183","D300063:bin_000042@contig_00038438",2334
"26184","D300063:bin_000042@contig_00038774",6081
"26185","D300063:bin_000042@contig_00039121",7732
"26186","D300063:bin_000042@contig_00039216",9230
"26187","D300063:bin_000052@contig_00001312",46669
"26188","D300063:bin_000052@contig_00001536",3292
"26189","D300063:bin_000052@contig_00002233",11181
"26190","D300063:bin_000052@contig_00002581",12558
"26191","D300063:bin_000052@contig_00002668",33777
"26192","D300063:bin_000052@contig_00002696",24948
"26193","D300063:bin_000052@contig_00002814",14228
"26194","D300063:bin_000052@contig_00002909",12907
"26195","D300063:bin_000052@contig_00002955",23899
"26196","D300063:bin_000052@contig_00003901",13972
"26197","D300063:bin_000052@contig_00004256",39031
"26198","D300063:bin_000052@contig_00004751",79548
"26199","D300063:bin_000052@contig_00004956",12362
"26200","D300063:bin_000052@contig_00005349",5517
"26201","D300063:bin_000052@contig_00006340",12498
"26202","D300063:bin_000052@contig_00006718",12105
"26203","D300063:bin_000052@contig_00006756",18266
"26204","D300063:bin_000052@contig_00007506",42586
"26205","D300063:bin_000052@contig_00007877",18651
"26206","D300063:bin_000052@contig_00007903",69546
"26207","D300063:bin_000052@contig_00008893",31349
"26208","D300063:bin_000052@contig_00008971",65992
"26209","D300063:bin_000052@contig_00009119",8482
"26210","D300063:bin_000052@contig_00010720",132507
"26211","D300063:bin_000052@contig_00011045",5288
"26212","D300063:bin_000052@contig_00011335",10510
"26213","D300063:bin_000052@contig_00011514",7378
"26214","D300063:bin_000052@contig_00013102",65429
"26215","D300063:bin_000052@contig_00013326",10582
"26216","D300063:bin_000052@contig_00013511",3594
"26217","D300063:bin_000052@contig_00013731",53352
"26218","D300063:bin_000052@contig_00014267",59491
"26219","D300063:bin_000052@contig_00014269",27880
"26220","D300063:bin_000052@contig_00014359",5501
"26221","D300063:bin_000052@contig_00015549",17393
"26222","D300063:bin_000052@contig_00015922",111248
"26223","D300063:bin_000052@contig_00016086",19908
"26224","D300063:bin_000052@contig_00016163",11473
"26225","D300063:bin_000052@contig_00016237",28677
"26226","D300063:bin_000052@contig_00016360",50256
"26227","D300063:bin_000052@contig_00016458",19553
"26228","D300063:bin_000052@contig_00017267",28695
"26229","D300063:bin_000052@contig_00017753",4847
"26230","D300063:bin_000052@contig_00017775",9225
"26231","D300063:bin_000052@contig_00018450",14085
"26232","D300063:bin_000052@contig_00019573",43479
"26233","D300063:bin_000052@contig_00019637",21359
"26234","D300063:bin_000052@contig_00020385",25061
"26235","D300063:bin_000052@contig_00020417",99920
"26236","D300063:bin_000052@contig_00021108",33770
"26237","D300063:bin_000052@contig_00021110",4352
"26238","D300063:bin_000052@contig_00022031",34051
"26239","D300063:bin_000052@contig_00022512",15425
"26240","D300063:bin_000052@contig_00023443",6179
"26241","D300063:bin_000052@contig_00023571",4623
"26242","D300063:bin_000052@contig_00023713",5018
"26243","D300063:bin_000052@contig_00024301",9924
"26244","D300063:bin_000052@contig_00024579",22562
"26245","D300063:bin_000052@contig_00024593",9676
"26246","D300063:bin_000052@contig_00026135",15305
"26247","D300063:bin_000052@contig_00026919",8335
"26248","D300063:bin_000052@contig_00027671",32603
"26249","D300063:bin_000052@contig_00028040",54245
"26250","D300063:bin_000052@contig_00029018",28278
"26251","D300063:bin_000052@contig_00029031",8108
"26252","D300063:bin_000052@contig_00029336",17295
"26253","D300063:bin_000052@contig_00029808",15314
"26254","D300063:bin_000052@contig_00030926",90491
"26255","D300063:bin_000052@contig_00032657",26374
"26256","D300063:bin_000052@contig_00032970",77656
"26257","D300063:bin_000052@contig_00034761",9865
"26258","D300063:bin_000052@contig_00035929",18103
"26259","D300063:bin_000052@contig_00036518",6272
"26260","D300063:bin_000052@contig_00036548",53548
"26261","D300063:bin_000052@contig_00037142",89009
"26262","D300063:bin_000052@contig_00038016",38276
"26263","D300063:bin_000052@contig_00038214",70343
"26264","D300063:bin_000052@contig_00038349",30362
"26265","D300063:bin_000060@contig_00000173",3918
"26266","D300063:bin_000060@contig_00000184",22245
"26267","D300063:bin_000060@contig_00000257",4168
"26268","D300063:bin_000060@contig_00001120",43251
"26269","D300063:bin_000060@contig_00001260",5415
"26270","D300063:bin_000060@contig_00001766",3945
"26271","D300063:bin_000060@contig_00002182",6187
"26272","D300063:bin_000060@contig_00003014",17353
"26273","D300063:bin_000060@contig_00003709",3647
"26274","D300063:bin_000060@contig_00003731",15301
"26275","D300063:bin_000060@contig_00004003",5061
"26276","D300063:bin_000060@contig_00004391",6134
"26277","D300063:bin_000060@contig_00004395",6051
"26278","D300063:bin_000060@contig_00004402",4459
"26279","D300063:bin_000060@contig_00004430",10729
"26280","D300063:bin_000060@contig_00004532",5638
"26281","D300063:bin_000060@contig_00004878",9497
"26282","D300063:bin_000060@contig_00004964",32854
"26283","D300063:bin_000060@contig_00005066",3088
"26284","D300063:bin_000060@contig_00005234",34933
"26285","D300063:bin_000060@contig_00005251",7431
"26286","D300063:bin_000060@contig_00005278",5302
"26287","D300063:bin_000060@contig_00005296",8331
"26288","D300063:bin_000060@contig_00005336",3711
"26289","D300063:bin_000060@contig_00005410",3967
"26290","D300063:bin_000060@contig_00005488",5602
"26291","D300063:bin_000060@contig_00005970",19424
"26292","D300063:bin_000060@contig_00006062",8803
"26293","D300063:bin_000060@contig_00006366",3471
"26294","D300063:bin_000060@contig_00006495",8250
"26295","D300063:bin_000060@contig_00006636",13447
"26296","D300063:bin_000060@contig_00006950",27059
"26297","D300063:bin_000060@contig_00006981",7099
"26298","D300063:bin_000060@contig_00007179",4386
"26299","D300063:bin_000060@contig_00007281",7074
"26300","D300063:bin_000060@contig_00007475",8074
"26301","D300063:bin_000060@contig_00007521",32155
"26302","D300063:bin_000060@contig_00007720",10492
"26303","D300063:bin_000060@contig_00007928",3628
"26304","D300063:bin_000060@contig_00008330",18070
"26305","D300063:bin_000060@contig_00008556",17480
"26306","D300063:bin_000060@contig_00008676",12467
"26307","D300063:bin_000060@contig_00008916",13621
"26308","D300063:bin_000060@contig_00009607",5980
"26309","D300063:bin_000060@contig_00009618",13024
"26310","D300063:bin_000060@contig_00009725",5167
"26311","D300063:bin_000060@contig_00010126",3500
"26312","D300063:bin_000060@contig_00010195",6980
"26313","D300063:bin_000060@contig_00010223",4573
"26314","D300063:bin_000060@contig_00010488",7448
"26315","D300063:bin_000060@contig_00011818",30073
"26316","D300063:bin_000060@contig_00012545",14672
"26317","D300063:bin_000060@contig_00012554",4548
"26318","D300063:bin_000060@contig_00012626",6953
"26319","D300063:bin_000060@contig_00012962",9674
"26320","D300063:bin_000060@contig_00012983",13395
"26321","D300063:bin_000060@contig_00013239",8193
"26322","D300063:bin_000060@contig_00013837",54784
"26323","D300063:bin_000060@contig_00014970",6570
"26324","D300063:bin_000060@contig_00015002",20469
"26325","D300063:bin_000060@contig_00015031",9805
"26326","D300063:bin_000060@contig_00015203",20593
"26327","D300063:bin_000060@contig_00015809",2594
"26328","D300063:bin_000060@contig_00016660",5305
"26329","D300063:bin_000060@contig_00016839",11452
"26330","D300063:bin_000060@contig_00017308",9531
"26331","D300063:bin_000060@contig_00017336",28964
"26332","D300063:bin_000060@contig_00017476",49064
"26333","D300063:bin_000060@contig_00017591",9926
"26334","D300063:bin_000060@contig_00018664",17463
"26335","D300063:bin_000060@contig_00018724",17609
"26336","D300063:bin_000060@contig_00018759",31890
"26337","D300063:bin_000060@contig_00018968",19833
"26338","D300063:bin_000060@contig_00019117",2887
"26339","D300063:bin_000060@contig_00019233",12816
"26340","D300063:bin_000060@contig_00019533",4367
"26341","D300063:bin_000060@contig_00019735",5796
"26342","D300063:bin_000060@contig_00020031",21444
"26343","D300063:bin_000060@contig_00020143",3584
"26344","D300063:bin_000060@contig_00020231",4444
"26345","D300063:bin_000060@contig_00020482",4865
"26346","D300063:bin_000060@contig_00020967",12805
"26347","D300063:bin_000060@contig_00021059",3542
"26348","D300063:bin_000060@contig_00021115",17875
"26349","D300063:bin_000060@contig_00021127",3936
"26350","D300063:bin_000060@contig_00021181",20621
"26351","D300063:bin_000060@contig_00021263",13235
"26352","D300063:bin_000060@contig_00021471",8446
"26353","D300063:bin_000060@contig_00021806",18662
"26354","D300063:bin_000060@contig_00022082",5788
"26355","D300063:bin_000060@contig_00022279",10823
"26356","D300063:bin_000060@contig_00022348",5790
"26357","D300063:bin_000060@contig_00022365",9373
"26358","D300063:bin_000060@contig_00022636",29151
"26359","D300063:bin_000060@contig_00023063",17251
"26360","D300063:bin_000060@contig_00023188",12571
"26361","D300063:bin_000060@contig_00023249",5181
"26362","D300063:bin_000060@contig_00023320",12489
"26363","D300063:bin_000060@contig_00023461",5249
"26364","D300063:bin_000060@contig_00023516",37918
"26365","D300063:bin_000060@contig_00023531",3901
"26366","D300063:bin_000060@contig_00024378",18785
"26367","D300063:bin_000060@contig_00024540",3910
"26368","D300063:bin_000060@contig_00024895",6566
"26369","D300063:bin_000060@contig_00025166",2935
"26370","D300063:bin_000060@contig_00025331",15737
"26371","D300063:bin_000060@contig_00025356",6268
"26372","D300063:bin_000060@contig_00025486",3558
"26373","D300063:bin_000060@contig_00026055",24014
"26374","D300063:bin_000060@contig_00026374",4970
"26375","D300063:bin_000060@contig_00026410",16879
"26376","D300063:bin_000060@contig_00026612",10228
"26377","D300063:bin_000060@contig_00026724",6571
"26378","D300063:bin_000060@contig_00026968",19674
"26379","D300063:bin_000060@contig_00027109",10726
"26380","D300063:bin_000060@contig_00028131",9200
"26381","D300063:bin_000060@contig_00029924",9404
"26382","D300063:bin_000060@contig_00030047",2512
"26383","D300063:bin_000060@contig_00030151",8937
"26384","D300063:bin_000060@contig_00030582",3848
"26385","D300063:bin_000060@contig_00030709",5215
"26386","D300063:bin_000060@contig_00030812",15455
"26387","D300063:bin_000060@contig_00031526",9791
"26388","D300063:bin_000060@contig_00031775",33164
"26389","D300063:bin_000060@contig_00032125",23382
"26390","D300063:bin_000060@contig_00032256",5345
"26391","D300063:bin_000060@contig_00032581",19445
"26392","D300063:bin_000060@contig_00033026",15696
"26393","D300063:bin_000060@contig_00033233",3620
"26394","D300063:bin_000060@contig_00033326",7032
"26395","D300063:bin_000060@contig_00033536",12155
"26396","D300063:bin_000060@contig_00033641",6375
"26397","D300063:bin_000060@contig_00035160",12989
"26398","D300063:bin_000060@contig_00035661",5583
"26399","D300063:bin_000060@contig_00036075",28658
"26400","D300063:bin_000060@contig_00036647",3558
"26401","D300063:bin_000060@contig_00036654",4767
"26402","D300063:bin_000060@contig_00036724",12739
"26403","D300063:bin_000060@contig_00037451",13865
"26404","D300063:bin_000060@contig_00037624",4818
"26405","D300063:bin_000060@contig_00037683",6641
"26406","D300063:bin_000060@contig_00038171",4448
"26407","D300063:bin_000060@contig_00038198",10508
"26408","D300063:bin_000060@contig_00038455",3596
"26409","D300063:bin_000060@contig_00038675",3477
"26410","D300063:bin_000060@contig_00038724",7211
"26411","D300063:bin_000060@contig_00039014",23883
"26412","D300063:bin_000060@contig_00039214",11197
"26413","D300063:bin_000063@contig_00000807",5792
"26414","D300063:bin_000063@contig_00001174",11784
"26415","D300063:bin_000063@contig_00001578",30358
"26416","D300063:bin_000063@contig_00001585",4227
"26417","D300063:bin_000063@contig_00001605",6428
"26418","D300063:bin_000063@contig_00001935",24990
"26419","D300063:bin_000063@contig_00001957",12224
"26420","D300063:bin_000063@contig_00001977",7770
"26421","D300063:bin_000063@contig_00002667",12014
"26422","D300063:bin_000063@contig_00003320",32538
"26423","D300063:bin_000063@contig_00003350",5443
"26424","D300063:bin_000063@contig_00003529",6368
"26425","D300063:bin_000063@contig_00004087",8349
"26426","D300063:bin_000063@contig_00004700",20580
"26427","D300063:bin_000063@contig_00004962",13136
"26428","D300063:bin_000063@contig_00005387",13163
"26429","D300063:bin_000063@contig_00005615",6801
"26430","D300063:bin_000063@contig_00005791",16854
"26431","D300063:bin_000063@contig_00005896",17297
"26432","D300063:bin_000063@contig_00005907",33318
"26433","D300063:bin_000063@contig_00005912",17326
"26434","D300063:bin_000063@contig_00006400",19796
"26435","D300063:bin_000063@contig_00006712",3963
"26436","D300063:bin_000063@contig_00006874",7196
"26437","D300063:bin_000063@contig_00007106",21270
"26438","D300063:bin_000063@contig_00007113",17324
"26439","D300063:bin_000063@contig_00007900",6222
"26440","D300063:bin_000063@contig_00008052",17409
"26441","D300063:bin_000063@contig_00008355",21985
"26442","D300063:bin_000063@contig_00008362",41976
"26443","D300063:bin_000063@contig_00008370",7831
"26444","D300063:bin_000063@contig_00008894",14083
"26445","D300063:bin_000063@contig_00009658",20106
"26446","D300063:bin_000063@contig_00009696",15233
"26447","D300063:bin_000063@contig_00010324",15989
"26448","D300063:bin_000063@contig_00010368",9645
"26449","D300063:bin_000063@contig_00010848",13262
"26450","D300063:bin_000063@contig_00011059",15220
"26451","D300063:bin_000063@contig_00011065",17630
"26452","D300063:bin_000063@contig_00011101",7306
"26453","D300063:bin_000063@contig_00011441",3244
"26454","D300063:bin_000063@contig_00011511",10078
"26455","D300063:bin_000063@contig_00012393",46194
"26456","D300063:bin_000063@contig_00012711",35679
"26457","D300063:bin_000063@contig_00013397",5609
"26458","D300063:bin_000063@contig_00013514",4777
"26459","D300063:bin_000063@contig_00013734",5366
"26460","D300063:bin_000063@contig_00013961",40709
"26461","D300063:bin_000063@contig_00014215",5027
"26462","D300063:bin_000063@contig_00014547",12072
"26463","D300063:bin_000063@contig_00014754",8127
"26464","D300063:bin_000063@contig_00015513",13534
"26465","D300063:bin_000063@contig_00016054",11820
"26466","D300063:bin_000063@contig_00016412",12880
"26467","D300063:bin_000063@contig_00016806",11631
